Uttar Pradesh, Ballia,2004,22,0,0,4.6,13.4,139.6,202.8,168.9,10.9,6.6,0,0,568.8
Uttar Pradesh, Ballia,2005,0.2,1.5,1.3,0,0.4,8.6,357.2,212.7,67.7,9.1,0,0,658.7
Uttar Pradesh, Ballia,2006,0,0,0,3.7,14.3,109.3,189.4,97.7,190.1,1.3,0,0,605.8
Uttar Pradesh, Ballia,2007,N.A.,3,9.9,0,0,53.9,303.1,231.2,170.4,5.5,N.A.,N.A.,N.A.
Uttar Pradesh, Ballia,2008,N.A.,N.A.,N.A.,N.A.,N.A.,380.3,409.6,337.4,65.2,17.9,N.A.,N.A.,N.A.
Uttar Pradesh, Ballia,2009,0,N.A.,N.A.,N.A.,N.A.,23.2,86.8,109.8,61.4,9.7,0,0.5,N.A.
Uttar Pradesh, Ballia,2010,0,2.1,0,0,18,24.8,155.4,113.4,176.2,21.6,0,0,511.5
Uttar Pradesh, Balrampur,2004,24.2,0,0,0,22,176.4,458.1,135,101.7,66.7,0,0,984.1
Uttar Pradesh, Balrampur,2005,10.5,2.2,0.6,5.8,6,59.5,275.4,238.8,133.6,35,0,0,767.4
Uttar Pradesh, Balrampur,2006,0,0,18.8,1.2,9,181.1,322.1,238.9,98.8,10.7,0,3.4,884
Uttar Pradesh, Balrampur,2007,0,42.2,10.4,1,33.3,40.1,374.6,168.9,121.9,0,N.A.,N.A.,N.A.
Uttar Pradesh, Balrampur,2008,N.A.,N.A.,N.A.,N.A.,N.A.,378.8,603.1,262.1,166.6,35.1,N.A.,N.A.,N.A.
Uttar Pradesh, Balrampur,2009,N.A.,N.A.,N.A.,N.A.,N.A.,38.6,234.1,352.8,85.6,83.4,0,0,N.A.
Uttar Pradesh, Balrampur,2010,0,13.5,0,0,2,96.6,246.3,343.3,268.6,4.2,0,0,974.5
Uttar Pradesh, Banda,2004,5,0,0,0.5,11,209.3,147.4,249.4,122.8,92.5,0,0,837.9
Uttar Pradesh, Banda,2005,0.9,3.9,11,0,8.7,362.2,268.4,258.6,203.5,0,0,14.6,1131.8
Uttar Pradesh, Banda,2006,0,0,23.9,0,25,75.3,359.8,172.4,37.6,0.6,3.4,0,698
Uttar Pradesh, Banda,2007,0,93.9,41.2,0,0,36,144.5,186.7,93.9,0,0,0,596.2
Uttar Pradesh, Banda,2008,N.A.,N.A.,0,0,16.1,323.8,444.2,193.9,66,6,9.7,0,N.A.
Uttar Pradesh, Banda,2009,0,0,N.A.,N.A.,47,17,143.1,194,178.1,74.5,16.3,8.7,N.A.
Uttar Pradesh, Banda,2010,13.7,37,0,0,1.7,7.1,243.4,168.7,167.9,7.3,22.2,0.5,669.5
Uttar Pradesh, Barabanki,2004,50,0,0,13,62.4,234.8,300.2,107,112.7,41.9,0,0,922
Uttar Pradesh, Barabanki,2005,16.8,14,14.8,2,28,93.4,298.5,110.2,188.5,8.7,0,0,774.9
Uttar Pradesh, Barabanki,2006,0,0,0.5,6.1,22.6,147.2,264.8,132.4,42.7,1.2,0,0,617.5
Uttar Pradesh, Barabanki,2007,0.4,1.2,41.3,0,0,60.6,180.2,168.9,76.8,0,N.A.,N.A.,N.A.
Uttar Pradesh, Barabanki,2008,N.A.,0,0,13.5,11,209.9,372.6,426.5,316.1,29.1,0,N.A.,N.A.
Uttar Pradesh, Barabanki,2009,N.A.,N.A.,N.A.,N.A.,N.A.,52.3,303.5,181.9,214.8,245.9,0,4,N.A.
Uttar Pradesh, Barabanki,2010,2,23,0,0,50.2,20.6,256.8,278.7,162.5,11.7,1.2,0.4,807.1
Uttar Pradesh, Bareilly,2004,10.1,0,0,30.9,29,164.9,215.6,188.6,51.1,77.2,0,0,767.4
Uttar Pradesh, Bareilly,2005,8.8,54.7,23.9,24.4,13.8,58.1,256.3,92.5,359.3,0,0,3.2,895
Uttar Pradesh, Bareilly,2006,0,0,19.4,7.2,53.7,44.5,301.7,161.4,77.8,27.7,1.4,1.5,696.3
Uttar Pradesh, Bareilly,2007,0.1,56.2,38.9,1,56.7,155,358.5,218.6,154.4,0,0,0.7,1040.1
Uttar Pradesh, Bareilly,2008,0,1.1,0,9.4,10.2,302.9,437.8,371.8,211.1,11.9,0,0,1356.2
Uttar Pradesh, Bareilly,2009,0,1,0.9,6.4,8.6,44.1,174.5,384.9,159.8,93.3,19.2,1.5,894.2
Uttar Pradesh, Bareilly,2010,4.1,18.8,0.9,1.2,25.6,9.1,505.8,427.9,425.9,1.5,7,2.4,1430.2
Uttar Pradesh, Basti,2004,N.A.,0,0,0,0,67.4,420.6,283.3,64,4.8,N.A.,N.A.,N.A.
Uttar Pradesh, Basti,2005,N.A.,N.A.,N.A.,N.A.,N.A.,142.2,328.4,620.8,148.5,0,N.A.,N.A.,N.A.
Uttar Pradesh, Basti,2006,N.A.,N.A.,N.A.,N.A.,N.A.,320.4,198.2,177.8,135.6,13.6,N.A.,N.A.,N.A.
Uttar Pradesh, Basti,2007,N.A.,N.A.,N.A.,N.A.,N.A.,78,581.8,366.6,232.8,4,N.A.,N.A.,N.A.
Uttar Pradesh, Basti,2008,N.A.,0,0,N.A.,24,403,437.7,290.9,65.7,34.1,N.A.,N.A.,N.A.
